P (MPa)	T (°C)	V (m3/kg)	U (kJ/kg)	H (kJ/kg)	S [kJ/(kg K)]	Phase	Rho (kg/m^3)
2.2	390	0.1348	2926	3223	7.048	vapor	7.418397626
4	900	0.1348	3845	4384	8.067	vapor	7.418397626
3.5	760	0.1352	3577	4050	7.826	vapor	7.396449704
3	620	0.1357	3321	3728	7.562	vapor	7.369196758
5	1200	0.1359	4462	5141	8.539	vapor	7.358351729
2	340	0.136	2843	3115	6.922	vapor	7.352941176
2.5	480	0.1361	3078	3418	7.267	vapor	7.347538575
1.5	210	0.1366	2619	2824	6.512	vapor	7.320644217
6	1500	0.1366	5128	5948	8.953	vapor	7.320644217
2.2	400	0.1371	2944	3245	7.082	vapor	7.293946025
4	920	0.1371	3884	4433	8.109	vapor	7.293946025
7	1800	0.1371	5834	6794	9.322	vapor	7.293946025
1.8	290	0.1373	2760	3007	6.784	vapor	7.283321194
3.5	780	0.1379	3614	4097	7.871	vapor	7.251631617
2.5	490	0.138	3095	3441	7.296	vapor	7.246376812
1.6	240	0.1384	2674	2896	6.628	vapor	7.225433526
2	350	0.1386	2861	3138	6.958	vapor	7.215007215
3	640	0.1389	3357	3774	7.612	vapor	7.199424046
2.2	410	0.1394	2961	3267	7.114	vapor	7.173601148
4	940	0.1395	3924	4482	8.15	vapor	7.168458781
2.5	500	0.14	3113	3463	7.325	vapor	7.142857143
1.8	300	0.1403	2777	3030	6.825	vapor	7.127583749
7.5	2000	0.1404	6323	7375	9.558	vapor	7.122507123
3.5	800	0.1406	3652	4145	7.916	vapor	7.112375533
4.5	1100	0.1406	4250	4883	8.406	vapor	7.112375533
5.5	1400	0.1406	4901	5674	8.834	vapor	7.112375533
1.5	220	0.1407	2639	2850	6.566	vapor	7.10732054
1.4	195	0.1408	2592	2789	6.468	saturated vapor	7.102272727
2	360	0.1412	2878	3160	6.994	vapor	7.082152975
2.2	420	0.1416	2978	3289	7.146	vapor	7.062146893
4	960	0.1418	3964	4532	8.19	vapor	7.052186178
1.6	250	0.1419	2693	2920	6.675	vapor	7.04721635
3	660	0.1421	3394	3820	7.662	vapor	7.037297678
1.4	200	0.143	2603	2803	6.498	vapor	6.993006993
1.8	310	0.1432	2795	3053	6.864	vapor	6.983240223
3.5	820	0.1433	3691	4192	7.96	vapor	6.978367062
2	370	0.1437	2895	3182	7.029	vapor	6.958942241
2.2	430	0.1439	2995	3311	7.178	vapor	6.949270327
2.5	520	0.1439	3148	3507	7.382	vapor	6.949270327
4	980	0.1442	4005	4581	8.23	vapor	6.93481276
6	1600	0.1444	5360	6226	9.105	vapor	6.925207756
1.5	230	0.1445	2659	2876	6.617	vapor	6.920415225
3	680	0.1452	3430	3866	7.711	vapor	6.887052342
5	1300	0.1453	4679	5406	8.712	vapor	6.882312457
1.6	260	0.1454	2711	2944	6.72	vapor	6.877579092
3.5	840	0.146	3729	4240	8.003	vapor	6.849315068
1.8	320	0.1461	2812	3075	6.902	vapor	6.844626968
2.2	440	0.1461	3012	3334	7.209	vapor	6.844626968
2	380	0.1462	2912	3204	7.063	vapor	6.83994528
4	1000	0.1465	4045	4631	8.27	vapor	6.825938567
1.4	210	0.1474	2624	2830	6.554	vapor	6.784260516
6.5	1800	0.1476	5835	6794	9.356	vapor	6.775067751
2.5	540	0.1478	3183	3552	7.438	vapor	6.765899865
1.5	240	0.1483	2678	2900	6.665	vapor	6.743088334
2.2	450	0.1484	3029	3356	7.24	vapor	6.738544474
3	700	0.1484	3467	3912	7.759	vapor	6.738544474
2	390	0.1487	2929	3226	7.096	vapor	6.724949563
3.5	860	0.1487	3768	4289	8.046	vapor	6.724949563
1.6	270	0.1488	2729	2967	6.764	vapor	6.720430108
1.8	330	0.1489	2829	3098	6.94	vapor	6.715916723
5.5	1500	0.149	5129	5948	8.993	vapor	6.711409396
7	2000	0.1503	6323	7375	9.59	vapor	6.653359947
2.2	460	0.1506	3046	3378	7.27	vapor	6.640106242
4.5	1200	0.151	4463	5142	8.588	vapor	6.622516556
1.3	191.6	0.1512	2590	2787	6.494	saturated vapor	6.613756614
2	400	0.1512	2946	3248	7.129	vapor	6.613756614
3.5	880	0.1514	3807	4337	8.089	vapor	6.605019815
1.4	220	0.1516	2643	2856	6.606	vapor	6.596306069
2.5	560	0.1516	3218	3597	7.492	vapor	6.596306069
3	720	0.1516	3504	3959	7.806	vapor	6.596306069
1.8	340	0.1518	2847	3120	6.976	vapor	6.587615283
1.5	250	0.152	2696	2924	6.711	vapor	6.578947368
1.6	280	0.1521	2747	2990	6.806	vapor	6.574621959
1.3	195	0.1528	2597	2796	6.514	vapor	6.544502618
2.2	470	0.1528	3063	3400	7.3	vapor	6.544502618
2	410	0.1537	2963	3270	7.162	vapor	6.506180872
3.5	900	0.1541	3846	4386	8.13	vapor	6.489292667
1.8	350	0.1546	2864	3142	7.012	vapor	6.468305304
5	1400	0.1546	4902	5675	8.878	vapor	6.468305304
3	740	0.1547	3541	4005	7.853	vapor	6.464124111
2.2	480	0.155	3081	3422	7.33	vapor	6.451612903
1.3	200	0.1552	2608	2810	6.543	vapor	6.443298969
1.6	290	0.1554	2764	3013	6.847	vapor	6.435006435
2.5	580	0.1555	3253	3642	7.546	vapor	6.430868167
1.4	230	0.1557	2662	2880	6.656	vapor	6.422607579
1.5	260	0.1557	2714	2947	6.756	vapor	6.422607579
2	420	0.1562	2980	3292	7.194	vapor	6.402048656
3.5	920	0.1568	3886	4435	8.172	vapor	6.37755102
2.2	490	0.1573	3098	3444	7.359	vapor	6.357279085
1.8	360	0.1574	2881	3164	7.047	vapor	6.353240152
5.5	1600	0.1575	5361	6227	9.146	vapor	6.349206349
3	760	0.1579	3579	4052	7.899	vapor	6.333122229
4	1100	0.1582	4251	4884	8.461	vapor	6.321112516
2	430	0.1586	2997	3314	7.225	vapor	6.30517024
1.6	300	0.1587	2782	3035	6.886	vapor	6.301197227
1.5	270	0.1592	2732	2971	6.798	vapor	6.281407035
2.5	600	0.1593	3289	3687	7.598	vapor	6.277463905
2.2	500	0.1595	3115	3466	7.388	vapor	6.269592476
3.5	940	0.1595	3926	4484	8.213	vapor	6.269592476
1.4	240	0.1597	2681	2904	6.703	vapor	6.261740764
1.3	210	0.1598	2628	2836	6.598	vapor	6.257822278
6	1800	0.1599	5835	6794	9.393	vapor	6.253908693
1.8	370	0.1602	2898	3186	7.082	vapor	6.242197253
2	440	0.1611	3014	3336	7.256	vapor	6.207324643
3	780	0.1611	3616	4100	7.944	vapor	6.207324643
4.5	1300	0.1614	4680	5406	8.762	vapor	6.195786865
1.6	310	0.1619	2799	3058	6.925	vapor	6.176652254
6.5	2000	0.1619	6323	7375	9.624	vapor	6.176652254
3.5	960	0.1622	3966	4533	8.253	vapor	6.165228113
1.5	280	0.1628	2749	2993	6.84	vapor	6.142506143
1.8	380	0.163	2914	3208	7.115	vapor	6.134969325
2.5	620	0.1631	3324	3732	7.649	vapor	6.131207848
1.2	188	0.1633	2588	2784	6.522	saturated vapor	6.123698714
2	450	0.1635	3031	3358	7.287	vapor	6.116207951
1.4	250	0.1636	2699	2928	6.749	vapor	6.112469438
2.2	520	0.1639	3150	3510	7.444	vapor	6.101281269
5	1500	0.1639	5129	5949	9.037	vapor	6.101281269
1.3	220	0.1642	2647	2861	6.649	vapor	6.090133983
3	800	0.1642	3654	4147	7.989	vapor	6.090133983
1.2	190	0.1643	2592	2789	6.534	vapor	6.086427267
3.5	980	0.1648	4006	4583	8.293	vapor	6.067961165
1.6	320	0.1651	2816	3080	6.963	vapor	6.056935191
1.8	390	0.1657	2931	3230	7.149	vapor	6.035003018
2	460	0.166	3048	3380	7.317	vapor	6.024096386
1.5	290	0.1663	2766	3016	6.88	vapor	6.013229104
1.2	195	0.1669	2603	2803	6.563	vapor	5.991611744
2.5	640	0.167	3360	3778	7.7	vapor	5.988023952
3	820	0.1673	3693	4195	8.033	vapor	5.977286312
1.4	260	0.1674	2717	2951	6.793	vapor	5.973715651
3.5	1000	0.1675	4046	4633	8.332	vapor	5.970149254
2.2	540	0.1682	3185	3555	7.5	vapor	5.94530321
1.6	330	0.1683	2833	3102	7	vapor	5.941770648
2	470	0.1684	3065	3402	7.347	vapor	5.93824228
1.3	230	0.1685	2666	2885	6.697	vapor	5.934718101
1.8	400	0.1685	2948	3252	7.181	vapor	5.934718101
1.2	200	0.1693	2613	2816	6.591	vapor	5.906674542
1.5	300	0.1697	2784	3038	6.92	vapor	5.892751915
4	1200	0.1699	4463	5143	8.643	vapor	5.885815185
3	840	0.1705	3731	4242	8.076	vapor	5.865102639
2.5	660	0.1708	3396	3823	7.749	vapor	5.854800937
2	480	0.1709	3083	3424	7.376	vapor	5.851375073
1.4	270	0.1712	2734	2974	6.835	vapor	5.841121495
1.8	410	0.1712	2965	3274	7.214	vapor	5.841121495
1.6	340	0.1715	2850	3124	7.036	vapor	5.83090379
4.5	1400	0.1718	4903	5676	8.927	vapor	5.820721769
2.2	560	0.1726	3220	3599	7.554	vapor	5.793742758
1.3	240	0.1727	2684	2909	6.744	vapor	5.790387956
1.5	310	0.1731	2801	3060	6.958	vapor	5.77700751
5	1600	0.1732	5361	6227	9.19	vapor	5.773672055
2	490	0.1733	3100	3446	7.405	vapor	5.77034045
3	860	0.1736	3770	4291	8.119	vapor	5.760368664
1.8	420	0.174	2982	3295	7.245	vapor	5.747126437
1.2	210	0.1742	2632	2841	6.644	vapor	5.740528129
5.5	1800	0.1744	5836	6795	9.434	vapor	5.733944954
1.6	350	0.1746	2867	3146	7.071	vapor	5.727376861
2.5	680	0.1746	3433	3869	7.798	vapor	5.727376861
1.4	280	0.175	2751	2996	6.876	vapor	5.714285714
6	2000	0.1753	6324	7376	9.661	vapor	5.70450656
2	500	0.1757	3117	3468	7.434	vapor	5.691519636
1.5	320	0.1765	2818	3082	6.996	vapor	5.66572238
1.8	430	0.1767	2999	3317	7.277	vapor	5.659309564
3	880	0.1768	3809	4339	8.161	vapor	5.656108597
1.3	250	0.1769	2702	2932	6.789	vapor	5.652911249
2.2	580	0.177	3255	3644	7.607	vapor	5.649717514
1.1	184.1	0.1775	2585	2781	6.552	saturated vapor	5.633802817
1.6	360	0.1777	2883	3168	7.106	vapor	5.627462015
1.1	185	0.178	2587	2783	6.558	vapor	5.617977528
2.5	700	0.1784	3469	3915	7.846	vapor	5.605381166
1.4	290	0.1787	2769	3019	6.916	vapor	5.595970901
1.2	220	0.1789	2651	2866	6.694	vapor	5.589714925
1.8	440	0.1794	3016	3339	7.308	vapor	5.574136009
1.5	330	0.1799	2835	3104	7.032	vapor	5.558643691
3	900	0.1799	3848	4388	8.203	vapor	5.558643691
2	520	0.1805	3151	3512	7.49	vapor	5.540166205
1.1	190	0.1807	2598	2797	6.587	vapor	5.534034311
1.6	370	0.1808	2900	3190	7.14	vapor	5.530973451
3.5	1100	0.1809	4253	4886	8.524	vapor	5.527915976
1.3	260	0.181	2719	2955	6.832	vapor	5.524861878
2.2	600	0.1813	3290	3689	7.659	vapor	5.515719801
4	1300	0.1816	4681	5407	8.816	vapor	5.50660793
1.8	450	0.1821	3033	3361	7.338	vapor	5.491488193
2.5	720	0.1821	3506	3962	7.893	vapor	5.491488193
4.5	1500	0.1821	5130	5949	9.086	vapor	5.491488193
1.4	300	0.1823	2786	3041	6.955	vapor	5.485463522
3	920	0.183	3887	4436	8.244	vapor	5.464480874
1.5	340	0.1833	2851	3126	7.068	vapor	5.45553737
1.1	195	0.1834	2608	2810	6.615	vapor	5.452562704
1.2	230	0.1835	2669	2890	6.741	vapor	5.449591281
1.6	380	0.1839	2917	3211	7.174	vapor	5.437737901
1.8	460	0.1848	3050	3383	7.368	vapor	5.411255411
1.3	270	0.185	2737	2977	6.874	vapor	5.405405405
2	540	0.1853	3186	3557	7.545	vapor	5.396654074
2.2	620	0.1856	3326	3734	7.71	vapor	5.387931034
2.5	740	0.1859	3543	4008	7.939	vapor	5.379236148
1.1	200	0.186	2618	2822	6.642	vapor	5.376344086
1.4	310	0.186	2803	3063	6.993	vapor	5.376344086
3	940	0.1861	3927	4485	8.285	vapor	5.373455132
1.5	350	0.1866	2868	3148	7.104	vapor	5.359056806
1.6	390	0.187	2934	3233	7.207	vapor	5.347593583
1.8	470	0.1875	3067	3405	7.398	vapor	5.333333333
1.2	240	0.188	2687	2913	6.787	vapor	5.319148936
1.3	280	0.189	2754	3000	6.915	vapor	5.291005291
3	960	0.1893	3967	4535	8.325	vapor	5.28262018
1.4	320	0.1896	2819	3085	7.031	vapor	5.274261603
2.5	760	0.1897	3581	4055	7.985	vapor	5.271481286
1.5	360	0.1899	2885	3170	7.138	vapor	5.265929437
2.2	640	0.1899	3362	3780	7.76	vapor	5.265929437
1.6	400	0.1901	2951	3255	7.239	vapor	5.260389269
2	560	0.1901	3221	3601	7.599	vapor	5.260389269
1.8	480	0.1902	3084	3427	7.427	vapor	5.257623554
1.1	210	0.1912	2637	2847	6.693	vapor	5.230125523
5.5	2000	0.1912	6324	7376	9.701	vapor	5.230125523
5	1800	0.1918	5836	6795	9.478	vapor	5.213764338
1.2	250	0.1924	2705	2936	6.831	vapor	5.197505198
3	980	0.1924	4007	4584	8.365	vapor	5.197505198
4.5	1600	0.1924	5362	6228	9.239	vapor	5.197505198
1.8	490	0.1928	3101	3449	7.456	vapor	5.186721992
1.3	290	0.193	2771	3022	6.954	vapor	5.18134715
1.6	410	0.1931	2968	3277	7.271	vapor	5.178663905
1.4	330	0.1932	2836	3107	7.067	vapor	5.175983437
1.5	370	0.1932	2902	3192	7.172	vapor	5.175983437
4	1400	0.1932	4904	5676	8.982	vapor	5.175983437
2.5	780	0.1935	3618	4102	8.03	vapor	5.167958656
3.5	1200	0.1942	4464	5144	8.705	vapor	5.149330587
2.2	660	0.1943	3398	3825	7.81	vapor	5.146680391
1	179.9	0.1944	2583	2777	6.585	saturated vapor	5.144032922
1	180	0.1944	2583	2777	6.586	vapor	5.144032922
2	580	0.1949	3256	3646	7.652	vapor	5.130836326
1.8	500	0.1955	3118	3470	7.485	vapor	5.115089514
3	1000	0.1955	4048	4634	8.405	vapor	5.115089514
1.1	220	0.1962	2655	2871	6.742	vapor	5.096839959
1.6	420	0.1962	2984	3298	7.303	vapor	5.096839959
1.5	380	0.1965	2918	3213	7.206	vapor	5.089058524
1.4	340	0.1967	2853	3128	7.103	vapor	5.083884087
1.2	260	0.1968	2722	2958	6.874	vapor	5.081300813
1.3	300	0.1969	2788	3044	6.993	vapor	5.078720163
2.5	800	0.1972	3656	4149	8.074	vapor	5.070993915
1	185	0.1974	2593	2791	6.615	vapor	5.06585613
2.2	680	0.1986	3434	3871	7.858	vapor	5.035246727
1.6	430	0.1992	3001	3320	7.334	vapor	5.020080321
2	600	0.1996	3291	3691	7.704	vapor	5.01002004
1.5	390	0.1998	2935	3235	7.239	vapor	5.005005005
1	190	0.2003	2603	2804	6.643	vapor	4.992511233
1.4	350	0.2003	2870	3150	7.138	vapor	4.992511233
1.3	310	0.2008	2804	3066	7.031	vapor	4.980079681
1.8	520	0.2008	3153	3515	7.541	vapor	4.980079681
2.5	820	0.201	3694	4197	8.118	vapor	4.975124378
1.1	230	0.2011	2673	2894	6.789	vapor	4.972650423
1.2	270	0.2011	2739	2981	6.916	vapor	4.972650423
1.6	440	0.2023	3018	3342	7.365	vapor	4.943153732
2.2	700	0.2029	3471	3917	7.906	vapor	4.928536225
1.5	400	0.203	2952	3257	7.271	vapor	4.926108374
1	195	0.2032	2613	2816	6.67	vapor	4.921259843
1.4	360	0.2038	2886	3172	7.172	vapor	4.906771344
2	620	0.2044	3327	3736	7.755	vapor	4.892367906
1.3	320	0.2046	2821	3087	7.068	vapor	4.887585533
2.5	840	0.2047	3733	4245	8.162	vapor	4.885197851
4	1500	0.2048	5131	5950	9.141	vapor	4.8828125
1.6	450	0.2053	3035	3364	7.395	vapor	4.870920604
1.2	280	0.2054	2756	3003	6.956	vapor	4.868549172
1	200	0.206	2622	2828	6.696	vapor	4.854368932
1.1	240	0.206	2690	2917	6.834	vapor	4.854368932
1.8	540	0.2062	3188	3559	7.596	vapor	4.849660524
1.5	410	0.2063	2969	3278	7.303	vapor	4.847309743
2.2	720	0.2071	3508	3963	7.953	vapor	4.828585225
1.4	370	0.2073	2903	3193	7.206	vapor	4.823926676
3.5	1300	0.2075	4682	5408	8.879	vapor	4.819277108
1.6	460	0.2083	3052	3385	7.425	vapor	4.800768123
1.3	330	0.2085	2838	3109	7.104	vapor	4.79616307
2.5	860	0.2085	3771	4293	8.204	vapor	4.79616307
2	640	0.2091	3363	3781	7.805	vapor	4.782400765
1.5	420	0.2095	2986	3300	7.334	vapor	4.77326969
1.2	290	0.2096	2773	3025	6.995	vapor	4.770992366
5	2000	0.2103	6324	7376	9.745	vapor	4.755111745
1.1	250	0.2108	2708	2939	6.877	vapor	4.743833017
1.4	380	0.2109	2920	3215	7.24	vapor	4.741583689
3	1100	0.2111	4254	4887	8.596	vapor	4.737091426
1.6	470	0.2113	3069	3407	7.455	vapor	4.732607667
2.2	740	0.2114	3545	4010	7.999	vapor	4.730368969
1.8	560	0.2115	3222	3603	7.65	vapor	4.728132388
1	210	0.2116	2641	2852	6.746	vapor	4.725897921
2.5	880	0.2122	3810	4341	8.247	vapor	4.712535344
1.3	340	0.2123	2855	3131	7.14	vapor	4.710315591
1.5	430	0.2127	3002	3321	7.365	vapor	4.701457452
4.5	1800	0.213	5836	6795	9.527	vapor	4.694835681
2	660	0.2138	3399	3827	7.855	vapor	4.677268475
1.2	300	0.2139	2790	3046	7.034	vapor	4.675081814
1.4	390	0.2143	2936	3237	7.272	vapor	4.666355576
1.6	480	0.2143	3086	3429	7.484	vapor	4.666355576
0.9	175.4	0.2149	2580	2773	6.621	saturated vapor	4.653327129
1.1	260	0.2155	2725	2962	6.919	vapor	4.64037123
2.2	760	0.2157	3582	4056	8.045	vapor	4.636068614
1.5	440	0.216	3019	3343	7.396	vapor	4.62962963
2.5	900	0.216	3849	4389	8.288	vapor	4.62962963
1.3	350	0.2161	2871	3152	7.175	vapor	4.627487274
4	1600	0.2164	5362	6228	9.294	vapor	4.621072089
1.8	580	0.2167	3257	3648	7.703	vapor	4.614674665
1	220	0.217	2659	2876	6.793	vapor	4.608294931
1.6	490	0.2173	3103	3451	7.512	vapor	4.601932812
1.4	400	0.2178	2953	3258	7.305	vapor	4.591368228
0.9	180	0.2179	2589	2785	6.648	vapor	4.589261129
1.2	310	0.218	2806	3068	7.071	vapor	4.587155963
2	680	0.2186	3435	3872	7.903	vapor	4.574565416
1.5	450	0.2192	3036	3365	7.426	vapor	4.562043796
2.5	920	0.2197	3889	4438	8.329	vapor	4.551661356
1.3	360	0.2199	2888	3174	7.209	vapor	4.547521601
2.2	780	0.22	3619	4103	8.09	vapor	4.545454545
1.1	270	0.2201	2742	2984	6.96	vapor	4.543389368
1.6	500	0.2203	3120	3473	7.541	vapor	4.539264639
3.5	1400	0.2208	4904	5677	9.044	vapor	4.528985507
0.9	185	0.2211	2599	2798	6.676	vapor	4.522840344
1.4	410	0.2213	2970	3280	7.336	vapor	4.518752824
1.8	600	0.222	3293	3692	7.754	vapor	4.504504505
1.2	320	0.2222	2823	3090	7.108	vapor	4.500450045
1	230	0.2223	2676	2898	6.839	vapor	4.498425551
1.5	460	0.2224	3053	3387	7.456	vapor	4.496402878
2	700	0.2233	3472	3918	7.951	vapor	4.47828034
2.5	940	0.2235	3928	4487	8.37	vapor	4.474272931
1.3	370	0.2237	2904	3195	7.243	vapor	4.470272687
2.2	800	0.2242	3657	4151	8.134	vapor	4.460303301
0.9	190	0.2243	2608	2810	6.703	vapor	4.458314757
1.1	280	0.2248	2758	3006	7	vapor	4.448398577
1.4	420	0.2248	2987	3301	7.368	vapor	4.448398577
1.5	470	0.2256	3070	3408	7.486	vapor	4.432624113
1.2	330	0.2263	2840	3111	7.144	vapor	4.418912947
1.6	520	0.2263	3154	3517	7.597	vapor	4.418912947
3	1200	0.2266	4465	5145	8.777	vapor	4.413062665
2.5	960	0.2272	3968	4536	8.41	vapor	4.401408451
1.8	620	0.2273	3328	3737	7.805	vapor	4.399472063
0.9	195	0.2274	2618	2822	6.729	vapor	4.397537379
1.3	380	0.2274	2921	3217	7.276	vapor	4.397537379
1	240	0.2276	2693	2921	6.884	vapor	4.393673111
2	720	0.228	3508	3964	7.998	vapor	4.385964912
1.4	430	0.2282	3003	3323	7.399	vapor	4.382120947
2.2	820	0.2285	3695	4198	8.178	vapor	4.376367615
1.5	480	0.2288	3087	3430	7.515	vapor	4.370629371
1.1	290	0.2294	2775	3027	7.039	vapor	4.359197908
0.9	200	0.2304	2627	2834	6.754	vapor	4.340277778
1.2	340	0.2305	2856	3133	7.179	vapor	4.338394794
2.5	980	0.2309	4008	4586	8.45	vapor	4.330879168
1.3	390	0.2312	2938	3238	7.308	vapor	4.325259516
1.4	440	0.2316	3020	3345	7.429	vapor	4.317789292
1.5	490	0.232	3104	3452	7.543	vapor	4.310344828
1.6	540	0.2322	3189	3561	7.652	vapor	4.306632214
1.8	640	0.2325	3364	3782	7.855	vapor	4.301075269
2	740	0.2327	3545	4011	8.044	vapor	4.297378599
1	250	0.2328	2710	2943	6.927	vapor	4.295532646
2.2	840	0.2328	3734	4246	8.221	vapor	4.295532646
4.5	2000	0.2336	6325	7376	9.794	vapor	4.280821918
1.1	300	0.2339	2792	3049	7.077	vapor	4.275331338
3.5	1500	0.234	5131	5950	9.203	vapor	4.273504274
1.2	350	0.2346	2873	3154	7.214	vapor	4.262574595
2.5	1000	0.2347	4049	4636	8.49	vapor	4.260758415
1.3	400	0.2349	2954	3260	7.341	vapor	4.257130694
1.4	450	0.2351	3037	3366	7.459	vapor	4.253509145
1.5	500	0.2352	3121	3474	7.572	vapor	4.25170068
0.9	210	0.2364	2645	2857	6.803	vapor	4.230118443
2.2	860	0.237	3772	4294	8.264	vapor	4.219409283
2	760	0.2374	3583	4057	8.09	vapor	4.212299916
1.8	660	0.2378	3400	3828	7.904	vapor	4.205214466
1	260	0.2379	2727	2965	6.968	vapor	4.203446826
1.6	560	0.2382	3224	3605	7.706	vapor	4.198152813
1.1	310	0.2385	2808	3071	7.114	vapor	4.192872117
1.4	460	0.2385	3054	3388	7.489	vapor	4.192872117
1.2	360	0.2386	2889	3176	7.248	vapor	4.191114837
1.3	410	0.2386	2971	3281	7.372	vapor	4.191114837
4	1800	0.2396	5837	6795	9.581	vapor	4.173622705
0.8	170.4	0.2403	2576	2768	6.662	saturated vapor	4.161464836
2.2	880	0.2413	3811	4342	8.306	vapor	4.144218815
1.5	520	0.2415	3155	3518	7.628	vapor	4.140786749
1.4	470	0.2419	3071	3410	7.519	vapor	4.133939644
2	780	0.2421	3620	4104	8.135	vapor	4.130524577
3	1300	0.2421	4683	5409	8.95	vapor	4.130524577
1.3	420	0.2423	2988	3303	7.404	vapor	4.127115147
0.9	220	0.2424	2662	2880	6.85	vapor	4.125412541
1.2	370	0.2427	2906	3197	7.282	vapor	4.120313144
1	270	0.243	2744	2987	7.009	vapor	4.115226337
1.1	320	0.243	2825	3092	7.151	vapor	4.115226337
1.8	680	0.243	3436	3874	7.953	vapor	4.115226337
0.8	175	0.2437	2585	2780	6.688	vapor	4.103405827
1.6	580	0.2441	3259	3649	7.758	vapor	4.096681688
1.4	480	0.2453	3088	3431	7.548	vapor	4.076640848
2.2	900	0.2455	3850	4390	8.348	vapor	4.073319756
1.3	430	0.246	3004	3324	7.434	vapor	4.06504065
2	800	0.2467	3658	4152	8.179	vapor	4.053506283
1.2	380	0.2468	2922	3218	7.315	vapor	4.051863857
0.8	180	0.2472	2595	2792	6.715	vapor	4.045307443
3.5	1600	0.2473	5363	6228	9.356	vapor	4.043671654
1.1	330	0.2474	2841	3113	7.187	vapor	4.042037187
1.5	540	0.2479	3190	3562	7.683	vapor	4.033884631
1	280	0.248	2761	3009	7.048	vapor	4.032258065
0.9	230	0.2482	2679	2903	6.895	vapor	4.029008864
1.8	700	0.2482	3473	3919	8	vapor	4.029008864
1.4	490	0.2488	3105	3453	7.576	vapor	4.019292605
1.3	440	0.2497	3021	3346	7.465	vapor	4.004805767
2.2	920	0.2498	3890	4439	8.389	vapor	4.003202562
1.6	600	0.25	3294	3694	7.81	vapor	4
0.8	185	0.2507	2604	2805	6.742	vapor	3.988831272
1.2	390	0.2508	2939	3240	7.347	vapor	3.987240829
2	820	0.2514	3696	4199	8.223	vapor	3.977724741
1.1	340	0.2519	2858	3135	7.222	vapor	3.969829297
1.4	500	0.2522	3122	3475	7.605	vapor	3.965107058
1	290	0.253	2777	3030	7.087	vapor	3.95256917
2.5	1100	0.2533	4255	4888	8.68	vapor	3.94788788
1.3	450	0.2534	3038	3367	7.495	vapor	3.946329913
1.8	720	0.2534	3509	3966	8.047	vapor	3.946329913
0.9	240	0.2539	2696	2925	6.938	vapor	3.938558488
2.2	940	0.254	3929	4488	8.43	vapor	3.937007874
0.8	190	0.2541	2613	2817	6.768	vapor	3.935458481
1.5	560	0.2542	3224	3606	7.736	vapor	3.933910307
1.2	400	0.2548	2956	3261	7.379	vapor	3.924646782
0.75	167.7	0.2555	2574	2766	6.684	saturated vapor	3.913894325
1.6	620	0.2559	3329	3739	7.861	vapor	3.907776475
2	840	0.2561	3734	4247	8.266	vapor	3.904724717
1.1	350	0.2564	2874	3156	7.257	vapor	3.900156006
1.3	460	0.2571	3055	3389	7.525	vapor	3.889537145
0.75	170	0.2572	2578	2771	6.697	vapor	3.888024883
0.8	195	0.2575	2622	2828	6.793	vapor	3.883495146
3	1400	0.2576	4905	5678	9.116	vapor	3.881987578
1	300	0.258	2794	3052	7.125	vapor	3.875968992
2.2	960	0.2582	3969	4537	8.47	vapor	3.872966692
1.8	740	0.2587	3546	4012	8.094	vapor	3.865481252
1.2	410	0.2588	2972	3283	7.411	vapor	3.863987635
1.4	520	0.259	3156	3519	7.661	vapor	3.861003861
0.9	250	0.2596	2713	2947	6.981	vapor	3.852080123
1.5	580	0.2605	3259	3650	7.789	vapor	3.838771593
1.1	360	0.2608	2891	3178	7.291	vapor	3.834355828
1.3	470	0.2608	3072	3411	7.554	vapor	3.834355828
2	860	0.2608	3773	4295	8.309	vapor	3.834355828
0.8	200	0.2609	2631	2840	6.818	vapor	3.832886163
0.75	175	0.261	2588	2784	6.725	vapor	3.831417625
1.6	640	0.2618	3365	3784	7.911	vapor	3.819709702
2.2	980	0.2625	4009	4587	8.51	vapor	3.80952381
4	2000	0.2627	6325	7376	9.849	vapor	3.806623525
1.2	420	0.2628	2989	3304	7.442	vapor	3.805175038
1	310	0.2629	2810	3073	7.162	vapor	3.803727653
1.8	760	0.2639	3583	4058	8.139	vapor	3.789314134
1.3	480	0.2644	3089	3432	7.583	vapor	3.78214826
0.75	180	0.2647	2597	2796	6.751	vapor	3.77786173
1.1	370	0.2652	2907	3199	7.324	vapor	3.770739065
0.9	260	0.2653	2730	2969	7.022	vapor	3.769317753
2	880	0.2655	3812	4343	8.351	vapor	3.766478343
1.4	540	0.2657	3190	3562	7.715	vapor	3.763643207
2.2	1000	0.2667	4050	4637	8.549	vapor	3.749531309
1.2	430	0.2668	3005	3326	7.473	vapor	3.748125937
